"LS" "MD" "MAD" "MAN" "MPEL" "MPEC" "DAD" "DC" "DAN" "DPEL" "DPEC" "ADC" "ADAN" "ADPEL" "ADPEC" "PECPEL" "PECAN" "PECC" "PELAN" "PELC" "ANC" "LPRO" "DO" "LPOO" "LTET" "HTET" "LMAX" "LAD" "LD" "HD" "LC" "LAN" "HAN" "LPELG" "LPECG" "HPED" "ETET"
143.79 67.51 114.51 105.39 79.43 38.1 47.74 78.64 49.15 32.76 44.04 31.64 25.84 44.21 83.98 44.58 71.66 111.56 27.5 68.09 41.25 9.17 9.53 21.43 37.74 22.7 18.37 10.96 19.56 22.18 25.32 13.5 19.25 22.19 28.6 15.09 14.23
180.32 80.25 140.47 128.74 97.47 47.73 61.26 101.62 59.6 40.17 50.06 40.6 31.13 54.63 98.45 50.57 83.79 135.64 34.02 87.59 54 11.08 10.83 24.06 46.21 27.08 23.27 13.14 22.86 27.27 31.36 17.2 25.44 24.06 30.88 19.79 15.86
179.53 78.86 143.3 129.62 95.03 47.6 65.72 105.01 63.14 43.76 49.38 40.17 34.9 63.11 106.1 49.55 84.4 137.36 36.06 89.03 54.34 12.31 11.7 26.02 46.56 28.2 24 13.26 25.15 26.02 37.12 16.96 28.38 25.93 34.28 19.42 19.73
128.28 59.23 101.43 91.3 68.3 32.69 44.37 72.5 44.53 33.28 40.8 28.62 24.06 41 74.06 36.14 59.93 98.89 24.21 63.56 40.53 7.54 8.7 17.63 31.96 20.36 16.38 10.22 17.53 19.83 23.87 12.74 16.68 18.4 24.58 13.97 11.49
152.83 68.53 122.92 109.19 80.67 38.21 57.06 89.15 52.11 33.79 42.61 33.18 27.57 49.92 90.91 44.04 74.37 119.12 28.55 75.31 46.7 8.13 9.75 20.4 36.58 24.23 17.45 11.41 21.54 23.83 28.39 14.25 19.26 22.88 29.24 14.91 13.38
206.31 88.89 162.53 151.78 113.01 54.32 75.94 119.26 72.87 49.24 62.01 44.5 34.62 64.25 121.89 63.7 103.76 160.75 40.76 98.87 57.2 12.79 9.23 26.31 49.75 31 24.68 14.07 23.64 23.33 27.73 16.88 27.84 27.02 26.27 23.11 17.03
192.07 87.42 154.67 139.97 102.47 49.2 69.61 108.47 64.04 39.86 51.79 39.79 31.56 61.68 111.59 54.78 94.48 147.76 40.22 92.18 53.76 13.52 9.51 26.43 48.91 27.22 26.56 15.8 26.01 30.01 30.6 18.99 28.67 27.01 35.18 20.83 14.93
179.86 84 145.25 131.29 98.76 49.21 64.11 99.62 63.98 42.62 51.49 36.23 36.49 56.17 103.52 52.64 84.53 135.62 32.6 83.17 53.7 12.91 11.58 27.19 48.39 28.31 25.21 12.97 25.59 27.82 33.33 20.68 30.19 28.24 35.46 20.16 19.03
161.14 71.03 129.61 117.89 84.48 41.24 60.3 94.06 58.96 35.77 41.73 34.68 27.02 54.39 93.97 43.51 79.3 123.7 36.27 45.09 45.41 11.06 8.48 20.77 38.33 26.12 19.26 11.44 21.54 25.12 27.62 14.88 24.13 23.33 29.58 19.67 13.05
128.06 57.07 103.88 90.91 67.94 32.94 49.65 75.53 45.97 33.39 38.9 25.79 24.55 43.87 77.65 36.38 60.6 99.56 23.93 63.25 39.34 8.7 8.14 17.37 31.75 19.53 16.07 9.55 19.07 23 24.68 12.6 19.08 19.74 26.48 13.31 11.95
175.26 79.66 141.94 128.46 96.36 45.85 61.71 98.03 60.16 38.44 49.31 34.84 31.62 56.89 102.81 51.76 85.66 132.7 33.52 81.97 48.72 11.57 8.86 24.63 43.58 27.24 22.53 14.24 22.63 27.01 30.03 17.24 26.07 25.98 30.08 19.85 15.46
224.8 107.43 180.37 168.46 128.57 60.75 77.12 NA 79.74 NA 70.09 47.39 41.12 NA 129.28 68.37 NA NA 43.48 NA 64.3 17.16 13.21 33.47 61.1 NA 35.22 22.59 30.71 40.61 40.79 21.46 34.56 33 37.92 NA 17.24
183.48 83.89 147.57 133.16 98.27 46.49 66.52 NA 65.54 NA 55.31 40.18 33.92 NA 108.33 54.53 NA NA 36.44 NA 53.68 11.96 10.56 26.23 46.26 NA 24.6 16.05 25.73 31.08 30.59 19.62 27.58 26.16 33.15 NA 13.07
151.57 66.58 118.45 108.42 79.27 40.06 53.96 NA 52.16 NA 43.2 34.71 26.09 NA 87.66 42.35 NA NA 30.98 NA 46.99 8.18 8.45 19.02 34.73 NA 17.38 12.83 20.17 22.3 24.79 14.17 19.73 20.11 25.95 NA 10.55
152.85 69.04 121.08 111.91 81.24 37.41 55.6 NA 53.26 NA 47.48 32.21 25.63 NA 90.93 46.64 NA NA 32.48 NA 44.61 9.15 9.22 20.31 37.27 NA 18.51 12.39 20.88 25.71 25.9 14.91 20.86 19.8 28.01 NA 10.64
192.12 84.99 150.35 145.56 109.88 46.99 67.76 110.31 72.5 49.37 56.52 41.81 33.94 59.51 113.15 68.97 107.11 154.25 41.51 90.99 51.45 12.41 8.98 24.86 46.7 29.17 22.68 18.28 26.23 25.12 27.6 16.55 24.68 22.65 30.26 21.25 16.55
198.99 90.86 162.57 150.24 110.34 48 74.03 110.93 73.27 51.1 61.39 37.88 36.11 66.68 124.58 65.81 106.84 156.89 41.56 94.39 53.39 12.1 10.96 27.31 48.16 30.52 23.52 10.97 24.49 29.38 32.03 15.6 25.04 26.27 31.05 19.53 18.93
161.24 69.82 128.66 119.93 89.02 38.28 57.65 94.22 57.33 37.4 45.69 36.91 25.19 52.66 95.78 49.26 84.29 127.73 34.02 77.62 42.79 11.06 8.44 20.75 38.05 26.45 18.72 11.13 22.24 23.83 24.12 12.18 17.9 16.28 24.07 18.47 13.53
172.55 77.04 139.65 127.55 95.97 46.21 64.15 99.63 62.12 43.73 51.87 36.13 33.11 57.08 104.86 54.17 86.8 135.48 33.61 82.45 50.1 10.52 9.76 25.16 42.55 27.22 19.89 11.48 24.87 25.18 28.8 16.68 25.35 25.14 31.07 18.84 16.27
166.35 78.2 133.42 122.24 88.32 37.33 59.13 93.61 58.93 40.03 52.55 33.68 28.84 54.82 103.62 54.33 88.13 134.28 34.63 82.83 49.32 8.81 9.4 21.74 38.11 24.46 18.81 12.2 21.7 22.1 26.93 15.03 19.96 20.57 26.41 16.4 13.37
148.22 66.28 120.03 110.81 82.91 35.31 55.7 84.75 54.21 37.93 43.55 29.28 27.12 48.29 90.56 48.32 76.26 116.51 29.01 68.56 40.59 8.5 8.36 19.18 34.16 23.32 16.98 9.89 19.52 21.27 27.62 12.61 19.27 20.37 24.43 15.16 14.73
171.6 79.11 138.68 125.52 91.81 40.73 62.26 99.72 59.44 39.23 50.36 38.14 28.46 54.57 100.17 49.87 90.42 138.64 34.83 86.49 50.75 10.14 8.12 22.15 40.78 24.79 18.86 13.53 24.8 25.16 26.42 14.87 21.95 21.48 27.03 15.96 14.09
190.04 82.98 150.61 136.97 101.67 47.07 68.78 110.05 64.69 42.12 52.45 42.56 32.01 62.83 112.09 56.47 97.24 149.11 37.04 93.61 55.12 13.72 8.97 21.72 42.47 26.27 23.19 13.38 25.33 27.78 28.81 16.86 24.92 25.51 29.52 20.89 16.44
168.16 72.55 133.23 121.87 90.7 41.61 63.17 100.31 61.74 43.49 51.07 38.32 31.61 55.36 102.21 51.57 84.13 133.45 31.53 82.22 50.84 10.12 9.03 23.46 39.82 26.44 18.79 13.38 22.47 24.12 28.86 14.98 22.24 22.45 29.36 17.36 13.87
149.51 70.29 122.35 110.12 84.99 41.35 53.93 82.1 50.2 34.5 43.35 28.5 26.85 48.22 89.42 45.37 72.33 113.43 26.14 66.96 41.05 8.76 9.61 18.34 34.85 24.61 15.61 11.06 18.58 21.3 25.04 14.09 17.94 19.35 24.6 15.02 13.08
211.13 99.08 169.18 152.78 111.54 52.19 74.38 117.72 72.25 48.12 63.1 45.41 36.66 70.3 122.87 62.76 105.58 164.08 44 103.91 61.59 15.63 11.29 29.89 53.72 34.06 29.13 18.4 24.06 33.32 36.08 18.41 28.15 30.78 35.77 23.81 18.92
173.03 79.48 140.38 129.15 94.99 42.89 63.62 98.42 61.88 41.58 48.61 35.82 29.02 57.35 103.18 53.46 87.85 133.94 34.76 82.31 46.88 11.26 9.28 22.26 42.23 27.74 19.79 12.51 21.75 24.29 25.67 14.4 19.95 22.82 27.4 18.69 14.49
125.01 57.63 101.48 93 69.32 32.69 44.48 69.35 42.39 27.36 38.48 26.25 23.77 39.87 76.22 39.38 62.94 96.71 23.04 57.97 35.17 8.29 8.73 18.91 33.27 19.58 16.21 8.92 16.24 19.27 24.51 11.64 17.6 18.05 22.84 13.51 11.14
188.62 83.38 146.53 137.12 101.72 49.16 64.4 106.61 63.5 41.02 47.08 42.88 30.34 56.94 105.01 52.95 89.96 141.87 35.2 90.46 53.75 11.49 9.54 25.27 45.37 27.85 23.34 12.41 24.14 24.64 27.64 18.47 24.37 20.96 29.41 22.11 15
191.6 89.68 149.19 143.59 112.29 53.34 58.55 102.02 62.91 43.41 54.14 41 31 55.78 105.34 62.87 95.85 145.5 37.77 87.49 51.32 14.27 11.27 28.15 52.47 30.19 29.09 17.69 23.21 27.99 31.58 17.09 28.39 27.67 35.72 20.82 19.01
131.73 58.26 103.2 98.53 75.34 34.94 44.13 71.98 44.37 28.79 37.11 29.76 21.9 40.03 73.95 41.5 66 100.6 25.78 61.4 37.81 8.77 7.01 18.25 34.81 20.69 17.1 8.24 17.93 20.06 23.29 10.57 16.75 18.2 24.17 15.89 12.04
139.04 64.61 109.19 102.41 75.07 36.79 45.74 75.34 48 29.35 38.48 30.67 22.36 40.17 77.8 40.35 69.27 104.84 27.49 64.24 37.32 8.68 8.17 18.97 35.18 21.69 16.8 11.04 19.75 20.93 22.26 11.27 19.31 18.34 22.42 15.5 11.38
146.46 63.75 113.19 104.46 78.42 36.12 47.8 80.9 46.95 31.66 42.67 32.85 26.26 46.9 85.2 45.47 70.98 114.26 27.53 70.8 42.84 9.18 7.8 20.19 37.28 23.56 17.49 11.59 18.24 22.16 25.04 13.15 19.17 19.68 25.79 16.87 12.02
127.21 58.45 103.54 92.96 69.48 33.68 47.2 74.19 44.63 30.36 36.82 27.31 23.47 41.04 74.02 36.37 61.17 96.28 25.17 60.48 36.4 7.96 8.55 18.09 32.68 20.25 15.2 8.46 17.74 19.32 23.41 11.74 16.14 17.93 23.33 13.89 10.42
175 80.24 140.19 127.37 97.15 46 62.03 98.68 60.43 40.01 49.49 39.37 28.36 51.44 100.32 52.24 84.13 133.42 30.97 80.49 48.25 11.41 9.98 25.02 45.57 28.21 23.34 11.84 23.82 24.79 28.91 16.09 22.58 22.14 28.39 18.61 15.45
134.39 61.83 108.21 100.06 75.54 35.96 47.92 75.07 45.88 30.29 37.96 27.84 24.02 42.18 78.73 40.87 66.36 103.26 26.81 63.23 37.86 8.52 8.82 19.04 34.72 20.72 16.94 9.2 17.48 22.56 27.13 11.73 19.49 20.6 27.02 14.26 11.69
146.66 70.66 118.93 108.98 79.86 40.06 50.79 81.05 51.4 33.57 44.2 31.72 27.69 47.25 84.43 40.53 70.96 109.94 29.77 70.16 41.02 9.91 9.52 21.27 38.25 23.4 19.53 12.86 20.21 21.19 27.57 13.65 20.11 20.61 26.24 16.44 12.42
152.03 70.01 120.2 110.82 83.74 38.3 50.64 83.59 51.29 34.24 43.97 34.77 25.67 45.32 88.2 46.59 75.86 117.35 30.04 71.36 42.17 10.37 7.95 21.08 38.01 24.12 18.95 12.01 19.12 20.85 24.73 12.76 19.32 19.9 25.25 18.06 13.44
152.54 70.07 121.29 110.15 82.12 34.89 52.6 84.79 49 32.53 43.6 34.96 23.99 48.24 89.88 48.28 76.54 119.89 30.1 76.61 40.82 9.16 8.72 19.36 36.48 21.09 18.17 11.36 18.58 23.67 23.06 13.22 20.44 19.59 25.5 15.83 11.94
135.53 60.92 108.53 99.73 77.55 41.04 48.76 76.62 46.15 34.42 35.95 29.21 25.08 44.07 75.07 37.61 61.21 98.12 24.58 61.75 37.99 8.39 7.39 18.15 34.5 21.6 17.05 9.62 18.23 21.58 25.58 11.9 17.5 20.76 25.87 13.78 12.34
154 72.35 122.62 112.31 84.51 40.35 53.02 86.06 53.24 35.95 48.02 33.94 29.93 47.69 91.4 46.6 74.79 118.44 28.06 71.74 45.79 9.08 10.56 21.62 39.11 24.23 19.83 12.39 20.68 22.24 28.78 14.08 20.6 22.42 28.73 16.71 15.08
147.21 64.74 118.28 106.88 80.61 37.57 54.43 85.33 50.8 32.34 39.69 32.3 26.32 46.43 86.36 44.29 72.08 113.43 28.16 69.73 42.91 8.93 8.4 20.98 36.98 22.34 18.4 10.88 20.37 22.43 27.72 14.05 20.29 20.87 28.39 15.4 13.43
126.62 59.08 99.66 92.41 70.35 33.81 42.23 71.27 42.82 30.63 37.96 29.44 23.01 38.89 71.51 36.49 59.83 96.41 23.7 60.22 37.42 7.99 8.78 18.78 33.88 20.25 16.55 9.37 14.42 19.55 23.52 11.5 17.33 18.96 24.66 13.53 10.74
217.54 107.75 174.72 158.83 119.72 58.48 71.54 118.8 74.69 50.93 67.75 48.5 36.06 61.62 122.32 67.9 105.42 164.34 40.38 97.05 59 17.35 11.45 34.33 62.55 36.16 36.01 19.6 27.86 30.2 37.91 19.22 32.32 31.27 37.76 28.06 21.74
193.48 88.61 156.09 143.03 108.64 48.13 68.12 105.25 65.58 45.28 55.18 40.01 34.18 63.13 113.76 62.33 99.79 150.96 38.96 89.98 54.08 13.1 11.07 26.4 50 30.98 24.46 14.18 24.31 27.76 32.32 19.68 27.63 24.84 33.11 23.78 16.72
123.15 56.25 95.64 90.12 65.72 29.5 38.46 69.28 39.73 24.74 33.43 29.05 20.12 37.11 70.25 37.46 61.94 95.99 25.52 60.52 35.36 7.31 6.99 16.07 30.5 19.35 15.21 9.57 15.63 18.67 20.72 10.97 16.22 16.36 21.35 13.69 9.75
140.44 67.21 110.55 103.93 78.04 36.62 45.97 77.62 48.69 34.54 40.79 32.83 25.35 43.4 78.65 41.74 69.08 106.67 28.01 66.71 39.41 9.75 9.63 20.2 36.59 22.56 18.73 11.14 16.29 22.36 25.77 12.45 19.44 20.62 26.83 15.02 13.75
135.84 61.06 107.19 99.5 72.86 32.97 46.98 NA 46.06 NA 37.77 29.33 24.62 NA 78.81 41 NA NA 27.51 NA 40.51 8.03 8.2 19.58 34.91 NA 15.76 9.3 18.33 22.56 22.3 12.27 19.16 17.85 23.86 NA 10.08
138.72 63.33 108.14 103.44 77.44 37.24 45.88 NA 47.68 NA 40.09 31.26 25.78 NA 78.87 41.88 NA NA 26.27 NA 40.12 8.32 8.47 19.93 35.21 NA 16.03 9.65 17.87 22.03 22.2 12.09 17.19 18.32 24.38 NA 10.01
132.96 59.08 107.09 97.97 75.5 35.71 49.12 NA 46.26 NA 34.6 26.77 21.73 NA 76.63 38.01 NA NA 27.61 NA 37.18 7.51 8.56 19.28 33.91 NA 15.66 8.71 18.03 21.47 22.58 11.63 19.4 17.56 22.01 NA 9.06
133.75 64.28 107.18 100.2 76.11 35.28 45.86 NA 46.98 NA 41.72 28.89 23.98 NA 77.61 42.29 NA NA 25.82 NA 35.17 7.97 8.48 18.44 33.91 NA 16.89 9.78 17.93 22.25 22.9 11.63 16.87 18.21 22.34 NA 9.72
135.48 62.63 108.45 101.7 74.03 34.05 47 NA 47.45 NA 39.74 29.16 22.77 NA 80.2 41.19 NA NA 28.23 NA 36.28 8.41 8.74 19.24 35.47 NA 16.35 10.09 16.83 23.36 20.84 12.08 20.76 18.26 23.85 NA 9.98
125.2 55.6 99.25 92.66 68.52 35.29 44.93 NA 43.09 NA 35.02 27.15 21.02 NA 72.79 36.67 NA NA 25.49 NA 35.84 7.49 8.27 17.78 32.36 NA 14.96 8.45 16.22 21.63 19.95 10.66 16.71 15.48 21.38 NA 8.81
140.14 61.23 110.47 105.19 76.75 34.23 50.03 NA 49.82 NA 39.31 31.55 22.77 NA 82.09 44.36 NA NA 31.17 NA 39.07 8.08 8.03 20.45 35.03 NA 15.82 9.65 18.2 20.46 24.21 11.79 18.24 16.84 22.44 NA 10.43
140.13 63 110.8 104.74 75.67 35.15 47.71 NA 48.71 NA 38.61 30.82 23.28 NA 80.21 41.33 NA NA 29.61 NA 40.32 7.09 9.63 19.59 34.87 NA 15.26 8.82 17.36 23.25 18.64 12.57 19.38 17.71 21.19 NA 8.98
153.91 71.91 120.68 116.24 85.94 42.04 50.63 NA 54.12 NA 44.92 33.86 27.06 NA 86.54 45.11 NA NA 33.21 NA 42.64 9.08 9.51 22.26 39.84 NA 20.71 14.08 22.12 28.85 25.11 14.87 24.7 23.7 28.91 NA 12.12
182.8 80.46 142.28 134.88 97.44 46.46 62.81 NA 64.12 NA 54.97 41.92 33.24 NA 109.64 55.74 NA NA 38.28 NA 55.06 11.21 10.91 25.49 45.84 NA 23.34 15.79 23.59 27.9 29.15 18.78 28.72 23.68 31.22 NA 13.52
122.9 57.49 99.78 90.92 66.58 33.43 44.69 NA 42.84 NA 35.89 24.23 22.49 NA 72.39 34.94 NA NA 25.34 NA 34.31 7.99 7.33 17.63 31.71 NA 14.87 9.65 17.45 19.28 21.07 12.75 17.7 15.73 20.92 NA 8.21
137.71 64.18 111.89 102.2 78.14 37.05 49.42 NA 48.37 NA 41.79 28.12 25.94 NA 80.01 41.99 NA NA 25.67 NA 39.67 8.21 8.17 20.15 35.02 NA 17.1 10.39 18.73 20.78 22.98 14.01 19.07 17.59 22.8 NA 8.35
138.87 62.86 110.47 102.71 75.06 35.09 48.78 NA 47.42 NA 39.1 28.92 22.86 NA 79.29 43.13 NA NA 30.7 NA 39.71 8.9 8.12 19.11 35.05 NA 16.02 8.87 16.32 21.32 19.87 12.18 18.02 17.78 21.78 NA 8.98
140.26 63.5 110.98 104.44 74.87 31.86 49.39 NA 50.46 NA 42.37 29.93 23.86 NA 84.03 44.01 NA NA 30.38 NA 37.88 8.01 7.98 18.81 33.61 NA 15.82 9 17.95 21.24 21.09 12.27 15.74 16.66 22.31 NA 8.44
111.25 50.25 89.25 82.28 60.25 30.23 39.29 NA 38.51 NA 33.42 23.91 18.18 NA 65.78 32.74 NA NA 23.65 NA 31.99 7.4 6.89 16.06 28.82 NA 13.19 8.09 14.71 18.14 17.78 9.71 13.29 13.8 18.82 NA 7.46
168.2 76.84 136.8 126.13 95.76 45.36 60.78 NA 58.33 NA 51.51 33.07 29.94 NA 103.24 55.49 NA NA 33.85 NA 45.73 10.9 9.71 25.85 45.32 NA 22.1 13.88 22.67 25.14 25.37 14.95 20.21 21.84 28.96 NA 12.28
191.29 90.65 154.85 140.89 101.17 44.31 67.16 NA 66.11 NA 57.84 40.03 32.49 NA 115.95 59.37 NA NA 39.98 NA 53.28 11.51 11.63 27.97 49.82 NA 23.63 15.52 26.02 28.67 26.34 20.47 22.59 21.51 29.04 NA 14.05
191.76 92.24 155.54 143.82 107.23 47.23 65.34 NA 64.13 NA 57.66 39.04 32.29 NA 114.5 61.43 NA NA 37.62 NA 52.72 13.59 11.18 29.53 52.74 NA 26.9 17.03 23.6 30.55 32.17 18.29 27.45 25.94 30.55 NA 15.01
151.42 67.29 121.32 111.67 83.43 37 54.94 NA 53.09 NA 43.26 31.57 26.31 NA 90.23 48.19 NA NA 27.85 NA 41.67 9.3 8.13 22.26 38.66 NA 18.63 12.39 20.79 24.48 25.25 13.98 19.47 19.95 26.83 NA 9.87
149.86 66.8 120.7 110.43 78.34 34.38 54.93 NA 53.37 NA 44.9 30.28 27.42 NA 92.05 44.89 NA NA 32.78 NA 42.65 9.3 9 20.87 37.93 NA 19.6 10.05 20.21 22.98 21.63 15.48 19.31 17.93 26.35 NA 9.72
161.63 72.71 131.14 120.64 88.77 40.76 58.32 NA 57.16 NA 50.18 33.2 29.68 NA 99.43 51.3 NA NA 35.38 NA 43.51 9.27 8.78 22.09 39.9 NA 18.85 12.07 22.21 22.66 24.78 17.65 20.62 20.02 28.2 NA 10.56
168.05 76.21 135.56 121.66 90.72 44.62 61.23 NA 57.94 NA 48.61 34.57 33.19 NA 99.31 47.88 NA NA 29.73 NA 50.2 12.2 10 26.45 47.02 NA 23.82 15.61 21.37 28.96 28.33 19.25 25.51 20.68 29.31 NA 13.14
170.24 79.44 136.97 124.25 93.31 43.79 58.75 NA 59.57 NA 53.04 35.62 32.63 NA 100.05 50.55 NA NA 31.72 NA 50 10.57 11.56 25.82 45.93 NA 21.59 14.22 24.74 28.42 27.58 20.54 29.77 22.41 29.23 NA 12.19
119.47 55.31 94.49 89.67 66.16 30.16 39.8 NA 41.75 NA 33.64 26.58 21.11 NA 68.56 37.63 NA NA 24.01 NA 33.65 7.71 7.51 16.63 30.44 NA 14.99 11.01 15.54 19.98 18.67 9.71 12.56 14.95 22.14 NA 8.22
153.82 69.66 122.27 111.78 83.66 38.6 54.35 NA 52.24 NA 46.58 32.77 27.72 NA 92.49 48.38 NA NA 29.68 NA 44.42 9.05 8.5 21.18 38.25 NA 19.05 10.87 19.7 24.38 24.49 14.39 20.91 18.88 26.98 NA 10.59
121.4 57.17 97.19 90.15 68.49 29.73 40.61 NA 41.08 NA 35.33 25.16 20.2 NA 70.31 39.87 NA NA 22.39 NA 32.64 7.76 7.39 17.07 30.62 NA 14.17 8.97 15.1 20.39 18.84 9.57 15.79 14.58 19.79 NA 8.66
153.53 73.35 122.52 113.1 83.57 43.78 54.95 NA 54.96 NA 42.42 34.43 26.12 NA 82.63 40.69 NA NA 29.23 NA 42.49 10.08 8.56 21.36 39.05 NA 18.71 14.05 19.7 24.64 22.96 15.67 19.8 19.59 27.17 NA 10.89
163.67 75.84 130.8 119.57 86.05 47.27 57.76 NA 55.08 NA 46.2 34.69 28.27 NA 91.06 41.9 NA NA 34.29 NA 48.54 9.64 9.28 23.03 41.12 NA 19.67 13.68 21.18 24.83 27.44 16.78 23.73 20.25 27.27 NA 11.12
151.5 66.92 124.64 115.13 84.15 34.79 53.69 NA 52.12 NA 43.19 28.56 27.73 NA 95.02 49.41 NA NA 30.9 NA 40.38 9.3 8.49 21.92 37.96 NA 18.5 10.16 20.7 22.25 27.49 14.86 19.2 19.43 25.76 NA 10.43
164.87 77.59 131.18 121.8 91.37 43.3 55.79 NA 57.81 NA 51.89 33.56 30.57 NA 98.28 51.1 NA NA 31.52 NA 48.25 10.57 10.17 24.89 43.97 NA 21.88 15.4 21.96 25.45 26.54 16.04 22.66 21.39 29.37 NA 13.14
161.59 76.99 131.42 120.2 94.19 39.43 57.07 NA 55.36 NA 51.37 33.52 30.5 NA 99.3 57.51 NA NA 29.99 NA 45.76 10.02 9.18 22.67 40.95 NA 19.89 14.85 21.88 25.51 24.21 15.46 19.82 19.52 27.33 NA 11.55
148.25 68.15 120.82 108.32 78.48 33.75 54.93 NA 51.11 NA 45.33 29.71 25.36 NA 90.54 46.34 NA NA 29.37 NA 41.85 9.36 8.26 20.62 37.05 NA 17.51 9.94 19.5 21.84 22.7 13.84 17.76 17.19 23.56 NA 9.26
143.91 64.71 114.2 108.24 79.75 38.4 51.06 NA 51.33 NA 42.19 31.21 26.68 NA 84.55 43.44 NA NA 28.78 NA 40.65 9.69 8.7 20.61 37.23 NA 16.87 11.63 19.95 22.66 23.24 14.52 19.74 18.78 25.94 NA 9.51
130.96 59.3 104.97 96.16 69.98 30.49 47.94 NA 46.84 NA 37.99 28.64 21.91 NA 77.98 40.84 NA NA 26.46 NA 37.2 8.04 7.96 17.46 32.02 NA 15.45 9.05 16.81 19.78 20.26 10.98 18.11 15.93 22.12 NA 8.91
130.29 62.54 106.78 96.04 73.02 32.96 47.43 NA 45.34 NA 38.21 25.76 22.5 NA 75.49 39.84 NA NA 22.84 NA 36.81 7.78 7.99 17.82 32.8 NA 16.13 8.92 16.49 21.42 19.97 10.38 17.79 16.87 22.01 NA 9.33
139.08 63.4 112.98 100.36 76.18 40.57 50.54 NA 45.18 NA 37.33 29.01 23.54 NA 77.87 37.26 NA NA 25.11 NA 40.04 9.34 9.02 19.08 36.47 NA 17.38 11.11 18.81 21.27 21.12 13.84 18.4 18.46 24.8 NA 9.48
94.32 43.05 75.87 68.6 50.71 24.78 32.91 NA 29.7 NA 25.03 19.06 16.44 NA 54.68 27.03 NA NA 18.02 NA 26.46 5.74 6.5 13 24.2 NA 10.96 6.3 12.14 15.26 14.72 9.45 12.43 12.12 15.79 NA 6.48
146.08 65.61 116.62 107.25 81.05 37.2 52.11 NA 49.68 NA 39.09 30.47 25.92 NA 86.08 45.54 NA NA 28.96 NA 42.44 9.12 8.21 19.65 35.43 NA 16.25 10.58 18.62 21.45 23.18 13.79 18.87 19.14 25.6 NA 9.97
117.51 53.45 93.8 85.17 66.13 31.18 41.25 NA 38.8 NA 35.4 25.34 20.79 NA 69.28 37.89 NA NA 21.34 NA 34.63 6.92 7.62 16.93 30.55 NA 14.37 7.96 15.76 19.01 19.28 11.84 16.92 15.6 21.26 NA 8.03
107.58 48.03 87.29 79.5 58.19 30.52 39.67 NA 37.05 NA 30.72 20.06 19.38 NA 63.8 29.71 NA NA 23.13 NA 31.69 6.77 5.98 14.94 26.36 NA 12.29 6.14 12.96 17.04 16.96 9.13 15.04 13.75 18.82 NA 7.29
176.09 82.44 139.6 129.41 98.84 51.28 57.3 94.22 56.44 37.19 44.12 38.96 28.48 52.8 94.41 48.86 79.79 127.09 31.54 80.75 48.31 14.71 11.6 26.7 52.07 29.28 26.54 15.1 22.52 26.07 30.26 17.08 26.46 25.76 32.16 21.54 17.38
170.62 77.19 135.88 123.29 92.51 48.2 60.82 97.53 58.94 39.13 47.69 37.12 32.33 53.7 96.28 47.2 79.22 127.91 32.01 81.53 50.59 10.84 13 24.2 46.39 27.22 24.72 15.15 23.62 24.95 27.5 17.58 24.82 23.87 32.39 18.32 17.22
175.39 81.03 140.73 127.65 95.84 50.32 62.69 98.42 60.73 44.38 49.12 36.31 33.31 58.35 98.8 47.33 80.86 131.18 34 85.72 53.09 12.33 12.11 24.83 45.93 26.28 23.83 12.99 25 27.34 34.32 19.14 25.41 25.69 32.78 18.68 17.48
144.62 65.18 117.48 104.59 78.98 39.31 53.58 83.18 49.22 34 40.7 31.45 28.11 46.93 84.89 40.81 66.91 108.73 25.72 68.26 42.78 9.41 9.85 20.42 37.01 22.16 19.72 12.42 19.79 24.24 28.34 14.42 21.7 22.89 28.67 15.88 13.69
208.22 103.02 167.48 148.84 114.64 59.07 68.74 111.41 65.87 43.97 57.08 44.87 34.41 63.7 112.2 55.45 91.06 150.45 35.96 95.17 59.54 16.11 12.46 32.33 59.23 35.07 34.8 19.76 25.76 36.79 33.68 20.7 30.85 31.83 39.63 21.76 23.42
160.41 75.29 131.04 118.74 88.7 46.04 57.42 89.7 56.6 40.63 51.73 32.81 31.56 55.4 95.9 45.47 77.25 121.96 31.31 76.25 45.71 10.23 11.27 23.68 43.81 25.34 23.15 12.34 21.6 26.56 29.21 16.06 25.5 23.92 31.59 17.96 17.91
171.21 78.24 137.14 126.87 92.31 43.64 60.35 95.86 58.71 36.52 50.41 36.63 30.95 56.06 102 51.59 86.19 133.62 35.36 83.12 48.8 10.83 11.65 24.3 44.59 26.04 23.74 14.01 23.28 26.77 29.21 16.35 24.5 25.05 30.25 18.37 17.29
163.34 72.63 129.71 119.64 89.48 42.35 56.34 90.9 54.38 37.64 45.66 33.82 27.95 51.14 92.21 47.09 77.94 124.1 32.37 78.08 48.07 9.35 8.66 21.83 39.44 24.33 19.75 13.26 20.04 24.68 26.2 14.73 22.46 22.16 28.67 18.14 13.36
189.19 87.52 150.61 136.39 100.52 45.32 64.54 104.9 61.7 40.86 51.7 39.17 32.01 59.32 110.2 58.28 94 146.26 35.32 90.48 53.31 12.18 10.85 26.62 48.87 27.87 26.26 14.46 24.14 28.75 28.9 17.99 26.69 25.27 31.73 23.29 16.83
