"Arg" "Leu" "Ser" "Thr" "Pro" "Ala" "Gly" "Val" "Lys" "Asn" "Gln" "His" "Glu" "Asp" "Tyr" "Cys" "Phe" "Ile" "Met" "Trp"
14 62 22 32 32 100 64 40 31 9 10 6 23 15 13 6 16 40 24 4
21 70 23 45 26 109 60 56 20 8 12 9 21 16 10 2 16 35 17 2
12 44 28 20 23 61 50 40 21 16 9 10 15 14 14 3 32 44 15 6
12 43 26 20 23 65 50 42 20 16 9 10 14 15 14 3 32 41 16 6
4 25 9 11 10 10 19 16 10 7 3 5 7 2 7 3 13 13 6 2
14 37 10 18 12 22 32 23 11 11 11 3 11 9 6 3 18 20 10 5
15 64 30 30 24 48 56 50 17 20 17 13 13 14 7 7 35 45 18 7
12 55 26 20 17 65 48 31 16 14 10 8 10 13 9 4 28 47 16 7
19 59 38 21 14 62 47 39 12 14 10 9 15 12 13 5 33 47 18 15
19 29 31 19 14 40 42 27 24 20 20 7 17 21 14 0 20 16 2 4
15 63 19 21 15 36 35 22 10 14 9 5 9 16 10 6 25 20 13 16
12 34 33 25 18 49 32 26 20 23 11 3 11 20 12 9 20 18 3 10
12 34 32 29 18 48 32 28 20 23 10 4 11 20 11 9 20 15 3 10
14 20 27 19 6 31 37 28 23 17 15 12 14 17 18 0 14 8 2 5
14 20 27 19 6 31 39 28 23 16 15 11 13 17 19 0 14 8 2 5
32 60 17 21 26 57 48 50 21 14 15 7 37 17 17 2 19 26 17 10
14 34 17 22 18 47 46 37 14 17 6 10 14 11 14 2 33 32 24 14
18 40 17 17 15 36 35 27 9 7 16 4 10 3 10 4 25 36 10 5
23 67 32 28 18 33 37 39 16 11 19 3 11 10 14 3 30 45 14 4
13 52 33 29 13 40 35 32 11 12 9 6 8 10 11 7 46 33 17 8
10 46 18 23 6 39 36 35 9 16 8 2 6 4 9 1 10 29 10 4
8 30 16 15 15 22 31 19 8 5 6 9 7 7 10 3 22 20 8 17
8 33 11 15 14 29 32 17 6 9 5 7 7 7 12 3 24 21 5 16
12 31 14 18 16 24 38 18 4 11 10 8 16 9 19 2 27 22 14 17
11 27 14 15 14 35 33 20 3 9 11 7 11 9 11 0 24 20 13 19
14 34 18 18 15 32 34 13 5 10 6 7 13 4 8 1 29 20 8 16
13 27 16 16 19 36 38 15 5 6 8 10 7 12 15 5 25 26 6 18
13 59 43 24 11 30 21 19 20 33 4 7 12 6 22 5 26 54 8 2
31 51 24 23 16 25 21 33 28 18 13 10 18 32 21 8 35 40 13 16
15 57 20 11 18 31 34 36 11 5 12 7 8 12 9 2 17 38 19 8
40 88 44 30 21 48 41 57 32 31 37 18 32 36 19 2 36 74 16 9
17 31 9 10 13 19 15 17 11 7 13 3 8 14 15 2 10 16 7 2
36 68 33 36 19 64 50 49 28 32 30 4 34 27 15 1 15 57 15 2
9 19 4 11 2 18 10 17 4 2 2 1 5 2 2 0 3 9 4 3
1 13 10 8 5 14 12 5 5 7 4 0 4 2 1 0 6 7 5 1
21 48 23 25 20 41 43 35 17 10 21 4 14 7 15 2 32 45 16 4
26 60 30 25 19 39 43 44 7 17 22 0 12 8 13 1 20 42 7 4
22 51 28 27 18 34 46 36 12 15 25 0 16 7 15 1 26 49 11 3
29 77 38 31 22 48 38 37 27 15 19 11 26 29 19 8 32 36 16 8
20 56 22 21 16 62 43 29 4 6 11 7 5 13 8 4 17 27 17 8
10 63 22 21 18 64 38 28 10 6 12 3 9 10 7 4 23 30 9 7
10 60 24 29 14 38 36 22 14 10 13 6 6 10 15 3 22 43 16 9
13 53 25 18 15 35 31 25 5 7 10 6 9 6 7 3 25 16 10 11
23 37 53 48 18 52 50 40 46 22 39 7 31 33 25 22 19 20 10 7
4 10 6 6 2 6 2 6 4 2 1 0 5 7 2 1 7 10 3 2
8 9 12 6 6 20 3 12 5 4 11 3 5 5 1 1 4 5 4 4
43 56 46 27 42 54 46 45 37 28 53 10 53 43 24 11 29 52 23 16
16 41 32 24 25 55 53 36 35 20 38 8 28 33 14 2 13 33 16 2
15 37 32 15 25 68 48 41 36 29 27 6 23 34 16 2 15 36 14 2
19 40 32 18 20 62 43 47 29 28 40 5 27 31 14 4 12 36 13 2
8 20 23 15 9 22 30 13 14 21 8 7 9 22 22 0 22 11 5 13
6 21 24 13 9 19 29 12 16 22 8 6 8 24 21 0 18 11 5 15
9 52 29 29 17 36 41 40 12 11 4 5 4 11 18 3 34 42 12 7
37 98 31 29 19 44 37 31 4 10 29 15 23 15 8 7 14 24 7 18
20 59 24 19 15 60 45 31 9 15 8 8 13 10 16 5 28 26 13 18
14 56 29 24 10 44 52 28 23 12 14 3 17 13 19 6 35 39 16 9
10 62 23 26 22 45 44 43 14 10 5 6 12 10 9 4 22 47 11 4
12 34 24 17 11 40 17 26 19 11 28 2 19 17 9 1 6 19 13 2
14 36 15 18 11 29 16 24 19 19 32 3 18 20 11 0 4 26 8 2
14 38 20 27 11 31 14 26 21 11 26 1 22 16 11 0 5 24 7 2
14 37 15 19 12 28 16 26 19 18 31 3 20 19 11 0 4 24 7 2
14 37 14 18 12 29 16 24 20 18 31 3 20 19 11 0 5 25 7 2
14 56 32 28 18 48 47 39 16 18 16 5 18 9 19 7 32 39 18 12
10 68 34 7 10 33 24 36 7 10 6 4 8 5 3 5 19 26 6 5
7 37 34 26 10 51 35 35 27 17 26 8 24 11 2 1 7 28 14 1
12 28 18 26 15 37 32 24 19 25 11 1 15 21 11 4 15 18 3 6
3 7 5 10 7 21 9 13 9 2 1 5 9 5 4 3 5 6 6 1
11 34 20 27 26 40 29 22 22 16 25 5 15 14 15 2 11 23 7 13
8 26 17 35 13 38 30 37 24 23 13 3 7 27 12 2 11 13 8 1
1 8 6 6 2 13 13 13 14 7 4 4 4 12 3 3 6 4 5 1
2 5 6 10 2 14 13 17 14 8 1 4 6 8 2 3 6 2 5 0
1 6 7 8 1 16 13 13 13 4 5 5 5 9 4 3 4 4 7 1
1 8 3 8 9 25 16 14 15 8 2 3 8 7 3 1 6 7 8 0
2 9 5 5 9 22 9 12 14 8 3 3 10 5 4 1 4 14 7 0
3 11 6 7 9 22 11 13 10 6 2 6 13 5 2 1 7 4 7 0
1 12 9 10 3 20 12 14 14 5 5 5 6 8 4 3 4 4 8 2
2 18 13 10 5 11 11 11 12 7 6 4 4 11 2 3 6 4 7 1
1 5 12 11 3 12 11 10 12 4 1 4 5 10 2 3 6 9 6 1
1 8 10 13 3 10 10 7 14 5 3 4 6 9 2 3 5 10 5 0
1 6 7 14 3 10 10 9 14 4 3 4 4 12 2 3 6 8 7 1
1 7 11 11 3 10 11 10 14 3 3 4 5 11 2 3 6 8 5 0
21 36 21 21 12 37 25 24 6 7 3 4 23 18 1 2 7 10 9 6
11 23 13 21 15 51 38 29 31 13 15 4 23 23 11 2 17 22 10 1
1 7 9 11 4 21 12 3 17 9 3 1 6 7 3 2 6 7 5 2
1 10 4 4 7 18 9 7 9 3 6 1 5 5 2 2 2 3 3 3
10 17 16 13 10 28 17 10 12 10 18 7 6 11 13 4 6 10 11 1
2 7 7 1 0 17 12 8 13 1 2 2 4 6 5 3 2 2 8 0
5 14 8 5 4 21 3 6 14 6 6 2 8 12 2 0 4 4 4 0
10 22 17 10 18 16 19 17 22 15 10 1 12 17 7 2 13 21 4 5
25 42 25 10 19 21 23 27 7 8 22 4 12 14 6 0 10 16 7 7
12 35 25 16 27 37 27 22 21 13 22 8 16 20 7 4 18 8 5 3
13 20 33 34 20 29 25 33 34 32 19 8 16 15 16 4 12 16 7 11
46 67 49 37 45 88 74 59 61 32 48 16 44 69 32 6 40 33 20 19
13 22 16 25 12 20 18 18 23 14 12 1 10 18 5 1 10 13 9 3
19 51 36 39 34 71 44 44 44 39 34 12 23 50 25 2 28 36 14 7
2 10 13 12 9 17 10 12 8 2 2 4 5 3 1 0 5 3 7 1
6 26 26 18 14 31 32 34 30 15 17 0 13 30 17 1 10 22 10 2
6 28 21 22 13 34 36 34 27 15 14 3 8 34 16 0 10 22 9 2
6 22 10 9 10 25 31 10 14 8 11 5 8 14 5 4 5 6 7 0
5 11 11 11 12 22 14 18 13 12 10 4 4 12 4 0 12 8 7 0
6 10 15 13 9 17 14 20 14 12 9 3 5 10 4 0 13 11 5 0
6 16 13 11 9 27 17 6 13 4 10 5 15 10 8 4 8 5 11 1
11 34 17 20 15 35 24 20 27 21 19 5 18 18 11 0 17 13 6 7
6 33 13 20 15 45 24 26 24 12 13 6 32 15 9 0 13 11 13 3
6 25 12 15 11 49 21 27 34 25 12 4 13 30 7 0 8 17 11 5
6 27 14 13 10 49 22 28 33 23 15 4 12 31 7 0 8 16 9 5
6 27 16 14 10 46 23 29 33 22 15 4 14 29 8 0 7 15 9 5
26 70 41 64 54 64 79 65 43 44 35 7 22 42 29 6 27 44 19 20
2 5 4 4 6 14 6 3 16 5 2 1 7 5 3 2 3 5 2 1
17 29 27 23 23 53 31 27 27 12 16 10 16 28 15 3 21 21 8 4
13 10 19 8 10 15 19 12 8 7 4 3 6 14 6 12 5 8 3 4
12 14 14 15 11 11 21 8 10 8 6 2 5 12 6 14 6 7 2 3
14 12 13 10 12 17 18 11 5 9 4 2 5 15 7 12 4 10 4 4
36 59 40 58 48 83 88 63 40 22 19 22 52 49 30 4 32 34 26 18
40 66 47 45 43 92 86 56 31 27 23 20 53 50 29 10 31 32 23 18
4 18 12 4 6 19 13 21 18 11 17 3 11 11 8 2 15 6 5 1
7 24 10 15 10 22 20 20 19 8 12 7 7 18 9 4 4 11 10 1
5 15 7 10 9 14 9 16 16 5 6 1 12 9 8 2 4 6 5 3
11 19 24 15 16 20 16 18 18 15 5 2 10 13 7 2 14 12 5 4
26 39 21 24 11 29 22 21 9 11 29 5 14 18 6 1 8 11 2 10
0 2 3 0 3 2 5 10 2 3 2 0 9 3 2 8 0 4 1 0
16 31 24 29 20 42 39 39 13 19 20 0 14 16 2 2 8 22 14 0
16 32 26 24 22 34 39 41 14 23 21 4 9 16 3 1 12 24 6 0
11 30 12 17 5 23 26 24 26 8 12 2 15 23 6 0 8 9 6 3
18 40 36 37 17 70 64 50 45 30 13 18 31 38 16 9 12 27 21 4
9 33 24 28 18 24 35 33 27 34 24 6 10 20 16 0 16 17 5 2
16 44 38 33 35 65 56 44 39 27 20 8 28 38 21 1 18 28 17 4
5 23 12 14 7 27 18 20 29 13 6 2 10 22 10 0 12 12 4 2
10 29 12 19 16 26 24 22 32 17 16 10 23 31 20 1 14 17 15 4
12 21 25 24 18 29 25 19 43 22 18 4 18 21 29 3 18 23 6 6
33 63 36 28 37 50 32 34 23 16 30 26 42 42 26 10 23 41 7 12
8 21 10 13 17 25 14 18 22 14 9 2 7 15 8 1 17 12 6 2
9 20 12 12 16 27 13 18 21 13 9 2 8 15 8 1 16 12 7 2
9 23 17 14 9 26 21 15 24 9 12 1 18 18 8 2 14 15 4 1
6 33 21 16 11 48 20 26 36 13 17 5 26 13 13 0 12 9 3 4
26 28 25 28 33 66 44 29 54 14 19 31 26 34 5 32 14 20 13 4
5 7 6 6 7 25 9 6 8 6 5 1 4 7 1 4 3 5 4 3
14 42 41 25 19 44 53 38 28 34 31 1 16 22 5 2 14 30 15 0
18 54 43 27 15 30 20 16 49 46 17 13 28 25 22 4 20 37 7 3
7 18 10 9 5 13 10 6 7 2 5 2 4 8 1 3 2 3 2 3
25 50 49 27 29 44 46 54 27 33 30 6 26 26 17 2 17 32 15 3
26 50 48 28 29 43 46 53 28 33 29 6 26 26 17 2 17 33 15 3
12 36 21 30 13 53 36 27 24 17 20 2 24 31 15 2 19 22 9 9
7 28 15 19 15 50 36 26 31 16 20 4 17 26 13 2 11 21 7 3
7 27 17 19 15 46 38 28 32 11 17 6 16 28 13 3 11 21 7 3
10 23 19 16 15 48 39 23 27 14 18 5 16 28 13 2 9 28 12 4
12 21 19 15 15 46 40 25 28 13 21 4 15 27 14 2 9 28 11 4
6 14 19 15 7 18 12 14 14 11 18 3 4 17 3 1 11 7 4 6
7 34 15 23 21 50 30 20 39 21 9 3 27 24 15 0 16 25 9 8
7 32 17 20 22 54 29 23 41 22 9 3 22 23 13 0 18 23 10 8
6 30 27 28 24 34 22 30 21 11 15 1 9 14 7 1 9 9 6 1
22 36 34 20 18 31 17 13 16 11 17 8 15 21 3 4 16 17 10 6
26 37 33 34 32 35 33 36 37 25 20 7 26 38 21 0 25 20 14 12
3 23 13 15 11 39 27 22 21 7 13 3 11 11 9 1 11 8 2 2
11 20 20 18 12 27 14 13 14 19 7 1 8 9 4 1 11 19 2 3
50 57 32 46 51 86 59 67 60 40 23 18 43 48 32 11 41 25 23 19
13 14 8 10 15 19 7 10 0 6 8 5 9 7 4 4 4 5 6 0
10 21 4 5 13 16 11 3 1 1 4 4 6 7 0 3 2 2 3 3
23 44 36 34 36 47 45 45 43 20 23 17 27 38 20 2 15 30 12 11
19 40 32 39 29 44 44 48 47 24 14 14 35 34 21 2 14 33 15 12
14 33 21 21 25 29 37 38 15 11 17 14 14 20 11 3 11 11 13 5
30 41 33 37 29 45 51 52 44 28 16 22 33 52 18 9 27 34 24 9
26 38 33 35 31 49 52 53 45 28 18 23 31 54 18 9 28 33 25 9
21 28 18 26 26 57 27 20 40 19 26 18 33 30 11 10 19 26 13 10
18 16 8 14 12 33 21 11 12 16 22 6 10 14 12 8 8 12 5 8
17 47 30 34 32 46 23 44 45 37 18 11 29 39 28 2 16 27 4 13
35 64 46 53 49 92 65 50 50 43 45 11 31 62 35 2 32 35 18 26
28 63 30 30 27 55 47 29 37 29 28 10 27 37 32 0 24 15 12 8
27 60 31 24 26 51 44 26 33 23 30 7 25 42 32 0 23 15 14 8
21 29 15 13 14 27 13 14 11 7 17 8 17 16 7 3 12 13 7 4
17 25 18 26 23 38 40 29 37 3 11 11 25 27 14 17 17 20 17 6
6 10 6 8 6 13 10 8 13 3 4 4 5 6 6 1 4 6 3 1
8 8 4 5 5 16 8 9 11 5 7 3 6 6 6 1 4 5 6 1
28 46 21 31 27 55 40 50 34 22 18 21 36 27 21 9 19 25 9 11
27 39 21 37 34 58 44 51 36 19 18 22 30 31 22 9 24 29 8 8
6 17 9 15 17 32 26 16 13 16 6 6 16 13 11 12 11 17 6 3
5 20 9 16 24 32 28 19 19 11 8 10 19 11 8 11 11 15 7 4
12 22 12 17 24 38 29 20 15 16 7 8 20 12 10 12 14 17 9 3
9 23 17 14 12 35 18 8 17 10 15 4 12 14 10 3 9 12 5 2
9 23 16 11 13 32 17 12 21 11 10 4 14 15 9 3 10 12 4 2
9 25 16 14 21 28 29 25 17 13 3 12 25 15 8 13 13 16 8 5
10 36 20 17 21 41 21 33 32 22 7 5 18 28 13 2 16 13 7 8
22 58 28 34 32 40 29 24 15 16 30 8 21 19 4 8 13 17 6 8
14 44 23 43 23 67 45 24 30 20 23 10 24 28 11 4 9 17 9 3
16 46 50 48 26 51 59 44 73 38 25 8 35 47 43 2 35 35 15 9
4 22 12 26 15 41 27 21 24 22 16 8 13 20 14 2 13 15 7 8
17 26 18 10 9 17 20 11 5 5 3 6 11 10 5 4 4 6 5 1
5 25 22 25 15 40 34 27 32 17 14 1 15 20 12 0 14 17 3 8
6 28 12 15 9 44 22 31 28 18 17 3 11 21 3 0 7 14 7 0
8 8 6 13 11 22 19 11 6 9 6 1 6 4 1 4 6 4 2 2
0 6 6 23 14 20 20 19 16 5 3 5 4 9 8 1 10 8 7 3
2 20 9 7 12 18 23 14 15 7 6 16 9 13 2 2 6 4 3 2
3 11 7 7 13 12 24 13 11 5 1 11 12 7 4 2 3 4 4 0
3 17 9 11 10 37 21 12 9 4 2 9 4 12 1 2 3 6 1 1
2 19 11 9 13 15 24 12 17 4 5 17 7 15 2 2 6 5 12 2
2 19 7 12 9 18 23 10 12 8 6 11 5 10 2 2 6 5 5 1
38 67 41 24 28 48 51 47 18 23 36 21 54 43 25 8 20 33 24 9
9 11 2 11 8 25 5 2 18 7 11 6 11 9 1 0 6 7 12 0
20 28 19 25 27 36 26 21 15 21 18 2 14 14 8 2 19 16 2 6
11 21 16 28 18 38 34 32 20 15 28 1 19 16 7 1 16 19 1 9
9 18 21 27 15 36 31 33 24 17 20 0 28 16 7 1 20 20 2 7
25 37 27 17 14 48 26 25 23 27 34 8 22 28 5 0 10 31 16 5
6 34 19 27 16 29 15 23 27 17 21 7 16 19 10 2 18 14 5 7
11 29 11 6 14 22 10 10 8 11 17 4 7 12 5 0 11 7 7 6
48 65 44 42 44 74 76 59 36 37 48 28 47 45 27 10 33 46 19 20
37 55 51 47 41 58 79 58 52 31 32 26 45 49 33 13 35 45 24 18
20 40 23 10 19 36 25 27 15 10 25 7 15 15 11 2 10 15 10 7
19 19 10 7 15 15 17 17 9 6 13 0 12 13 4 2 8 12 8 4
7 20 8 15 15 22 12 12 7 5 14 2 4 8 4 2 11 2 6 3
11 33 25 28 23 47 36 20 37 23 21 5 27 23 21 2 20 14 14 8
8 31 14 15 9 34 25 29 29 26 15 2 17 24 6 1 7 26 9 3
6 10 9 5 4 20 17 4 7 7 10 5 6 4 4 1 2 5 12 3
